Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2946,0,4400.0,4771.255365357444,2700.999482010957,7354.101617005654,10255.50678886626,16.59136319887034,0.0,4400,5400,5700,6000,6200,6600,7100,7200,7300,7400,7400
GET,/cart,6083,0,3500.0,3575.0457047090476,784.7514980239794,7159.4385170028545,12622.934078579648,34.25840541029473,0.0,3500,3800,4100,4300,4800,5200,5600,6000,6600,7200,7200
POST,/cart,5948,0,4800.0,4892.093681243481,2139.6622030297294,7919.5588729926385,17540.91324815064,33.498108726028775,0.0,4800,5200,5400,5600,6100,6500,6800,7100,7800,7900,7900
POST,/cart/checkout,1935,0,2400.0,2483.0554292781208,1231.7024820367806,3927.930205943994,6561.581395348837,10.897585807811984,0.0,2400,2600,2700,2800,3000,3200,3400,3500,3900,3900,3900
GET,/product/0PUK6V6EV0,2923,0,3200.0,3209.282273731667,1184.0426640119404,5600.984630000312,7697.707150188163,16.461831171180584,0.0,3200,3400,3500,3600,3800,3900,4200,4500,5000,5600,5600
GET,/product/1YMWWN1N4O,2891,0,3200.0,3217.3867072379894,1353.3746439497918,5118.854767002631,7717.004150812868,16.2816126978731,0.0,3200,3400,3500,3600,3800,4000,4300,4600,5100,5100,5100
GET,/product/2ZYFJ3GM2N,2876,0,3200.0,3210.584832679086,1187.4286640086211,5449.185848992784,7717.207927677329,16.197135288510214,0.0,3200,3400,3500,3600,3800,4000,4200,4400,4900,5400,5400
GET,/product/66VCHSJNUP,2974,0,3200.0,3231.7726147750495,1322.5882949773222,5498.473841988016,7683.532279757902,16.749054363014388,0.0,3200,3400,3500,3600,3800,4000,4200,4500,5400,5500,5500
GET,/product/6E92ZMYYFZ,2896,0,3200.0,3227.8430367170895,1325.0753110041842,5351.415682001971,7672.515193370165,16.309771834327393,0.0,3200,3400,3500,3600,3800,4000,4200,4400,5000,5400,5400
GET,/product/9SIQT8TOJO,2753,0,3200.0,3231.554994837016,1326.8192010000348,5401.49958000984,7722.058844896476,15.50442053173457,0.0,3200,3400,3500,3600,3800,4000,4300,4400,4900,5400,5400
GET,/product/L9ECAV7KIM,2956,0,3200.0,3216.0692516275244,1348.2539690448903,5357.360875001177,7687.955345060893,16.647681471778927,0.0,3200,3400,3500,3600,3800,4000,4300,4500,5100,5400,5400
GET,/product/LS4PSXUNUM,2848,0,3200.0,3233.5479534976257,1189.0890190261416,5632.123238989152,7689.146067415731,16.039444124366167,0.0,3200,3400,3500,3600,3800,4000,4200,4400,5100,5600,5600
GET,/product/OLJCESPC7Z,2900,0,3200.0,3232.5371907459007,1347.7067729691043,5560.028615989722,7719.979310344827,16.33229914349083,0.0,3200,3400,3500,3600,3800,4000,4200,4500,5100,5600,5600
POST,/setCurrency,4100,0,4200.0,4245.842970966572,2754.582952999044,6412.963591981679,10278.485609756097,23.090491892521516,0.0,4200,4400,4600,4700,5000,5200,5600,5800,6200,6400,6400
,Aggregated,47029,0,3400.0,3635.5355470085233,784.7514980239794,7919.5588729926385,9919.75721363414,264.8592056618035,0.0,3400,3800,4100,4300,4900,5600,6100,6500,7200,7800,7900
