Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/productpage?u=normal,21137,14932,1300.0,2412.434251503428,9.00638400344178,112142.92532100808,1514.2861333207172,176.38164262753722,124.60286169817788,1300,1900,2400,2700,3800,4900,15000,28000,107000,111000,112000
GET,/productpage?u=test,19088,13684,1200.0,2189.6660246409774,12.79053499456495,112245.29572599567,1465.7506286672256,159.28337959381324,114.18869270545581,1200,1800,2200,2500,3500,4600,14000,17000,107000,112000,112000
,Aggregated,40225,28616,1200.0,2306.7238745152154,9.00638400344178,112245.29572599567,1491.2545431945307,335.66502222135045,238.79155440363368,1200,1900,2300,2600,3600,4700,14000,27000,107000,112000,112000
