timestamp,value
1701236538.157,1601536
1701236598.157,1601536
1701236658.157,1601536
1701236718.157,5197824
1701236778.157,5464064
1701236838.157,5390336
1701236898.157,5390336
1701236958.157,5390336
1701237018.157,5390336
1701237078.157,5390336
1701237138.157,5390336
1701237198.157,5390336
1701237258.157,5390336
1701237318.157,5390336
1701237378.157,5390336
1701237438.157,5390336
1701237498.157,5390336
1701237558.157,5390336
1701237618.157,5390336
1701237678.157,5390336
1701237738.157,5390336
1701237798.157,12619776
1701237858.157,13025280
1701237918.157,9560064
1701237978.157,9560064
1701238038.157,9560064
1701238098.157,9560064
1701238158.157,9560064
1701238218.157,9560064
1701238278.157,9560064
1701238338.157,9560064
1701238398.157,9560064
1701238458.157,9560064
1701238518.157,9560064
1701238578.157,9560064
1701238638.157,9560064
1701238698.157,9560064
1701238758.157,9560064
1701238818.157,9560064
1701238878.157,9560064
1701238938.157,9560064
1701238998.157,9564160
1701239058.157,9560064
1701239118.157,9560064
1701239178.157,9560064
1701239238.157,9560064
