timestamp,value
1701236538.18,2555904
1701236598.18,2555904
1701236658.18,2555904
1701236718.18,2748416
1701236778.18,2809856
1701236838.18,3710976
1701236898.18,3465216
1701236958.18,3596288
1701237018.18,3465216
1701237078.18,3596288
1701237138.18,3469312
1701237198.18,3465216
1701237258.18,3465216
1701237318.18,3465216
1701237378.18,3465216
1701237438.18,3596288
1701237498.18,3596288
1701237558.18,3596288
1701237618.18,3465216
1701237678.18,3469312
1701237738.18,3465216
1701237798.18,3465216
1701237858.18,3465216
1701237918.18,3596288
1701237978.18,3596288
1701238038.18,3596288
1701238098.18,3596288
1701238158.18,3465216
1701238218.18,3465216
1701238278.18,3465216
1701238338.18,3465216
1701238398.18,3596288
1701238458.18,3465216
1701238518.18,3465216
1701238578.18,3596288
1701238638.18,3469312
1701238698.18,3465216
1701238758.18,3465216
1701238818.18,3469312
1701238878.18,3596288
1701238938.18,3469312
1701238998.18,3465216
1701239058.18,3596288
1701239118.18,3469312
1701239178.18,3465216
1701239238.18,3469312
