timestamp,value
1701236538.106,0.011452466666666666
1701236598.106,0.002039633333333335
1701236658.106,0.001179433333333335
1701236718.106,0.0559949
1701236778.106,0.10196649999999999
1701236838.106,0.06033473333333331
1701236898.106,0.0023739333333333335
1701236958.106,0.0035643999999999563
1701237018.106,0.002430000000000021
1701237078.106,0.002434833333333349
1701237138.106,0.003322300000000015
1701237198.106,0.002589600000000066
1701237258.106,0.0017583999999999378
1701237318.106,0.002514066666666655
1701237378.106,0.0022296666666666927
1701237438.106,0.0017238666666666328
1701237498.106,0.0024154000000000527
1701237558.106,0.0025810333333333565
1701237618.106,0.0030536666666667617
1701237678.106,0.0016498666666667106
1701237738.106,0.002279499999999975
1701237798.106,0.0021877999999999767
1701237858.106,0.003054333333333403
1701237918.106,0.0025614666666665896
1701237978.106,0.003088233333333316
1701238038.106,0.002470666666666688
1701238098.106,0.0018558666666667278
1701238158.106,0.00191256666666663
1701238218.106,0.0021220333333333246
1701238278.106,0.0016379666666666755
1701238338.106,0.0027792666666666575
1701238398.106,0.002316899999999933
1701238458.106,0.00228746666666666
1701238518.106,0.002160166666666659
1701238578.106,0.0025308333333332674
1701238638.106,0.0020578666666666596
1701238698.106,0.0023977999999999612
1701238758.106,0.0025088333333333898
1701238818.106,0.0025992666666666037
1701238878.106,0.002247433333333267
1701238938.106,0.0028320333333333282
1701238998.106,0.0019612666666667168
1701239058.106,0.002218299999999947
1701239118.106,0.0039007333333332876
1701239178.106,0.0024445999999999895
1701239238.106,0.001885933333333393
