timestamp,value
1701236538.207,2551808
1701236598.207,2682880
1701236658.207,2682880
1701236718.207,3391488
1701236778.207,5349376
1701236838.207,7507968
1701236898.207,6868992
1701236958.207,7000064
1701237018.207,7000064
1701237078.207,7000064
1701237138.207,7000064
1701237198.207,6868992
1701237258.207,6868992
1701237318.207,7000064
1701237378.207,7000064
1701237438.207,7000064
1701237498.207,6868992
1701237558.207,6868992
1701237618.207,6868992
1701237678.207,7000064
1701237738.207,6868992
1701237798.207,11776000
1701237858.207,12480512
1701237918.207,10289152
1701237978.207,10289152
1701238038.207,10289152
1701238098.207,10158080
1701238158.207,10158080
1701238218.207,10158080
1701238278.207,10158080
1701238338.207,10158080
1701238398.207,10158080
1701238458.207,10158080
1701238518.207,10158080
1701238578.207,10289152
1701238638.207,10158080
1701238698.207,10289152
1701238758.207,10289152
1701238818.207,10158080
1701238878.207,10158080
1701238938.207,10158080
1701238998.207,10289152
1701239058.207,10158080
1701239118.207,10162176
1701239178.207,10162176
1701239238.207,10158080
