timestamp,value
1701236538.166,1007616
1701236598.166,1007616
1701236658.166,1007616
1701236718.166,2351104
1701236778.166,2535424
1701236838.166,2514944
1701236898.166,2404352
1701236958.166,2404352
1701237018.166,2404352
1701237078.166,2404352
1701237138.166,2404352
1701237198.166,2404352
1701237258.166,2404352
1701237318.166,2404352
1701237378.166,2404352
1701237438.166,2404352
1701237498.166,2404352
1701237558.166,2404352
1701237618.166,2404352
1701237678.166,2404352
1701237738.166,2404352
1701237798.166,2404352
1701237858.166,2404352
1701237918.166,2404352
1701237978.166,2404352
1701238038.166,2404352
1701238098.166,2404352
1701238158.166,2404352
1701238218.166,2404352
1701238278.166,2404352
1701238338.166,2404352
1701238398.166,2404352
1701238458.166,2404352
1701238518.166,2404352
1701238578.166,2404352
1701238638.166,2404352
1701238698.166,2404352
1701238758.166,2404352
1701238818.166,2404352
1701238878.166,2404352
1701238938.166,2404352
1701238998.166,2404352
1701239058.166,2404352
1701239118.166,2404352
1701239178.166,2404352
1701239238.166,2404352
