timestamp,value
1701236538.212,1728512
1701236598.212,1728512
1701236658.212,1728512
1701236718.212,3936256
1701236778.212,4141056
1701236838.212,4075520
1701236898.212,4067328
1701236958.212,4067328
1701237018.212,4067328
1701237078.212,4067328
1701237138.212,4067328
1701237198.212,4071424
1701237258.212,4067328
1701237318.212,4067328
1701237378.212,4067328
1701237438.212,4067328
1701237498.212,4067328
1701237558.212,4067328
1701237618.212,4067328
1701237678.212,4067328
1701237738.212,4067328
1701237798.212,4067328
1701237858.212,4067328
1701237918.212,4067328
1701237978.212,4067328
1701238038.212,4067328
1701238098.212,4067328
1701238158.212,4071424
1701238218.212,4067328
1701238278.212,4067328
1701238338.212,4067328
1701238398.212,4067328
1701238458.212,4067328
1701238518.212,4067328
1701238578.212,4067328
1701238638.212,4067328
1701238698.212,4067328
1701238758.212,4067328
1701238818.212,4067328
1701238878.212,4067328
1701238938.212,4067328
1701238998.212,4067328
1701239058.212,4067328
1701239118.212,4067328
1701239178.212,4067328
1701239238.212,4067328
