timestamp,value
1701236538.159,0.0006362333333333333
1701236598.159,0.000019066666666666655
1701236658.159,0.000013566666666666704
1701236718.159,0.0758773
1701236778.159,0.14215306666666666
1701236838.159,0.11815926666666669
1701236898.159,0.00001083333333333769
1701236958.159,0.000019166666666710815
1701237018.159,0.000005099999999913507
1701237078.159,0.000018366666666717416
1701237138.159,0.00001986666666660142
1701237198.159,0.000009333333333335266
1701237258.159,0.000018500000000069388
1701237318.159,0.000025299999999954062
1701237378.159,0.000014200000000030855
1701237438.159,0.000009466666666687236
1701237498.159,0.000021966666666628497
1701237558.159,0.000011533333333346718
1701237618.159,0.000008499999999974269
1701237678.159,0.000009000000000014552
1701237738.159,0.00002056666666672887
1701237798.159,0.3203159333333334
1701237858.159,0.3256283666666666
1701237918.159,0.000024266666666742746
1701237978.159,0.000014399999999881174
1701238038.159,0.00001660000000001105
1701238098.159,0.000019599999999779052
1701238158.159,0.000017333333333387675
1701238218.159,0.000015199999999992997
1701238278.159,0.000018199999999997847
1701238338.159,0.000024133333333272352
1701238398.159,0.000020399999999890876
1701238458.159,0.000018866666666639277
1701238518.159,0.000016366666666793132
1701238578.159,0.000022533333333285554
1701238638.159,0.000019533333333280704
1701238698.159,0.000015966666666855644
1701238758.159,0.000018933333333374473
1701238818.159,0.000017400000000122873
1701238878.159,0.000013799999999974943
1701238938.159,0.000020733333333330013
1701238998.159,0.00002166666666667538
1701239058.159,0.00001643333333329148
1701239118.159,0.00001703333333343456
1701239178.159,0.000017066666666683736
1701239238.159,0.000017600000000091616
