timestamp,value
1701236538.108,58646528
1701236598.108,58867712
1701236658.108,59400192
1701236718.108,118484992
1701236778.108,213954560
1701236838.108,302424064
1701236898.108,303226880
1701236958.108,303296512
1701237018.108,303435776
1701237078.108,303562752
1701237138.108,303431680
1701237198.108,303435776
1701237258.108,303435776
1701237318.108,303443968
1701237378.108,303570944
1701237438.108,303439872
1701237498.108,303443968
1701237558.108,303439872
1701237618.108,303443968
1701237678.108,303443968
1701237738.108,303439872
1701237798.108,303439872
1701237858.108,303013888
1701237918.108,303026176
1701237978.108,303063040
1701238038.108,303067136
1701238098.108,303214592
1701238158.108,303230976
1701238218.108,303226880
1701238278.108,303230976
1701238338.108,303230976
1701238398.108,303226880
1701238458.108,303226880
1701238518.108,303235072
1701238578.108,303226880
1701238638.108,303235072
1701238698.108,303235072
1701238758.108,303235072
1701238818.108,303239168
1701238878.108,303239168
1701238938.108,303247360
1701238998.108,303243264
1701239058.108,303239168
1701239118.108,303239168
1701239178.108,303239168
1701239238.108,303239168
