timestamp,value
1701236538.21,0.0015238333333333334
1701236598.21,0.0006762666666666667
1701236658.21,0.0009293999999999997
1701236718.21,0.009119766666666668
1701236778.21,0.03537696666666666
1701236838.21,0.03684876666666668
1701236898.21,0.0008012666666666668
1701236958.21,0.0010237000000000052
1701237018.21,0.0003599000000000056
1701237078.21,0.00037479999999998623
1701237138.21,0.0011190999999999877
1701237198.21,0.0006903999999999873
1701237258.21,0.0009826333333333417
1701237318.21,0.0004955666666666581
1701237378.21,0.0007018000000000116
1701237438.21,0.0006198333333333158
1701237498.21,0.000830033333333328
1701237558.21,0.0008881333333333371
1701237618.21,0.000927733333333336
1701237678.21,0.0009743999999999827
1701237738.21,0.0005653666666666742
1701237798.21,0.4280474333333334
1701237858.21,0.30186543333333327
1701237918.21,0.0009583999999999075
1701237978.21,0.0012929333333334607
1701238038.21,0.0012203333333332012
1701238098.21,0.001664233333333224
1701238158.21,0.0011274666666665212
1701238218.21,0.0011438333333333142
1701238278.21,0.001001899999999978
1701238338.21,0.0017111666666667228
1701238398.21,0.001199333333333404
1701238458.21,0.0010579999999999737
1701238518.21,0.0010918333333333882
1701238578.21,0.0014700666666665066
1701238638.21,0.0010844666666666096
1701238698.21,0.0011746666666667238
1701238758.21,0.0013956666666667652
1701238818.21,0.0011464666666666308
1701238878.21,0.0009931999999999164
1701238938.21,0.0010624666666667318
1701238998.21,0.001324233333333306
1701239058.21,0.0010819333333332774
1701239118.21,0.0015973333333332582
1701239178.21,0.0014384999999999574
1701239238.21,0.0010834000000000306
