timestamp,value
1701239674.087,47149.511111111104
1701239734.087,570072086.7555555
1701239794.087,211171.55555555553
1701239854.087,285240797.8666666
1701239914.087,285222138.3111111
1701239974.087,570393850.3111111
1701240034.087,570297912.8888888
1701240094.087,570389208.1777778
1701240154.087,285298779.02222216
1701240214.087,570554413.511111
1701240274.087,570595919.6444443
1701240334.087,44873.95555555555
1701240394.087,570556598.0444443
1701240454.087,285389073.06666666
1701240514.087,285325175.46666664
1701240574.087,568064955.7333332
1701240634.087,284241646.9333333
1701240694.087,566022052.9777777
1701240754.087,834348282.311111
1701240814.087,821133494.0444443
1701240874.087,274230385.77777773
1701240934.087,273743780.9777777
1701240994.087,821000510.5777776
1701241054.087,273443043.5555555
1701241114.087,816337351.111111
1701241174.087,542296837.6888888
1701241234.087,810963854.2222221
1701241294.087,534134055.8222222
1701241354.087,793041669.6888888
1701241414.087,264798754.1333333
1701241474.087,272023460.9777777
