timestamp,value
1701240574.136,0.000002166666666666694
1701240634.136,0.0000018666666666666832
1701240694.136,0.0000017999999999999497
1701240754.136,0.057411000000000004
1701240814.136,0.07367543333333335
1701240874.136,0.0000037000000000138775
1701240934.136,0.000003666666666675885
1701240994.136,0.000002566666666670159
1701241054.136,0.000001266666666666083
1701241114.136,0.0000016666666666627824
1701241174.136,0.0000023333333333338164
1701241234.136,0.0000013000000000040758
1701241294.136,0.0000024666666666561808
1701241354.136,0.0000020000000000131022
1701241414.136,0.000002533333333332166
1701241474.136,0.0000020666666666594817
