timestamp,value
1701240574.14,0.0002676333333333333
1701240634.14,0.0000017666666666666987
1701240694.14,0.000002433333333333338
1701240754.14,0.4724853666666667
1701240814.14,0.3424129000000001
1701240874.14,0.000003233333333222769
1701240934.14,0.000004200000000291008
1701240994.14,0.0000035999999999110817
1701241054.14,0.0000025666666668181884
1701241114.14,0.0000016666666667219942
1701241174.14,0.000004266666666789358
1701241234.14,9.000000000961942e-07
1701241294.14,0.000001900000000413608
1701241354.14,0.0000024333333333477944
1701241414.14,0.000003266666666945639
1701241474.14,0.000002166666666880701
