timestamp,value
1701240574.129,1654784
1701240634.129,1654784
1701240694.129,1654784
1701240754.129,1654784
1701240814.129,1654784
1701240874.129,1654784
1701240934.129,1654784
1701240994.129,1654784
1701241054.129,1654784
1701241114.129,1654784
1701241174.129,1654784
1701241234.129,1654784
1701241294.129,1654784
1701241354.129,1654784
1701241414.129,1654784
1701241474.129,1654784
