timestamp,value
1701240574.118,0.0022896333333333333
1701240634.118,0.0019612
1701240694.118,0.0008247999999999996
1701240754.118,0.26433409999999996
1701240814.118,0.19663573333333334
1701240874.118,0.0017471999999999117
1701240934.118,0.0017342666666666654
1701240994.118,0.002944366666666672
1701241054.118,0.0030571076143485957
1701241114.118,0.0014734508849705544
1701241174.118,0.002244433333333262
1701241234.118,0.0028621999999999775
1701241294.118,0.0022936666666666383
1701241354.118,0.0032256666666666454
1701241414.118,0.002726200000000034
1701241474.118,0.002016766666666688
