totalTime,avgCost,totalCost
10,4.5,0.75
20,4.5,1.5
30,4.5,2.25
40,4.5,3.0
50,4.5,3.75
60,4.5,4.5
70,4.5,5.25
80,4.5,6.0
90,4.5,6.75
100,4.5,7.5
110,4.5,8.25
120,4.5,9.0
130,4.5,9.75
140,4.5,10.5
150,4.5,11.25
