totalTime,avgCost,totalCost
10,4.499999999999999,0.7499999999999999
20,4.499999999999999,1.4999999999999998
30,4.499999999999999,2.2499999999999996
40,4.499999999999999,2.9999999999999996
50,4.5,3.7499999999999996
60,4.499999999999999,4.499999999999999
70,4.499999999999999,5.249999999999999
80,4.499999999999999,5.999999999999999
90,4.499999999999999,6.749999999999999
100,4.5,7.499999999999999
110,4.499999999999999,8.249999999999998
120,4.499999999999999,8.999999999999998
130,4.499999999999999,9.749999999999998
140,4.499999999999999,10.499999999999998
150,4.499999999999999,11.249999999999998
