Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4028,0,2900.0,3010.9698349875744,483.660785946995,5006.034767022356,10264.53128103277,22.671857349568334,0.0,2900,3300,3500,3700,3900,4100,4400,4500,4800,5000,5000
GET,/cart,8735,0,2300.0,2463.0324150228066,146.59302402287722,6294.268378987908,13155.35580995993,49.165509917695985,0.0,2300,2700,2900,3100,3600,4000,4500,4800,5400,6300,6300
POST,/cart,8594,0,3200.0,3359.731656917209,415.4849899932742,7026.357732014731,17752.456830346753,48.371882339173354,0.0,3200,3600,3900,4100,4600,5000,5500,5800,6600,7000,7000
POST,/cart/checkout,2800,0,1900.0,1959.5829536727563,287.51874493900687,4009.8023950122297,6562.648928571429,15.759980282718804,0.0,1900,2100,2200,2300,2600,2800,3000,3200,3700,4000,4000
GET,/product/0PUK6V6EV0,4128,0,2100.0,2206.9278638451783,227.30080503970385,4324.171785032377,7689.818556201551,23.234713788236864,0.0,2100,2300,2500,2600,3000,3200,3500,3700,4200,4300,4300
GET,/product/1YMWWN1N4O,4344,0,2100.0,2229.613136618785,122.42941895965487,4338.524678023532,7710.840009208103,24.450483695760887,0.0,2100,2300,2500,2600,3000,3300,3500,3700,4100,4300,4300
GET,/product/2ZYFJ3GM2N,4187,0,2100.0,2200.9639906474945,121.98143999557942,4229.412565939128,7709.372104131837,23.566799087051297,0.0,2100,2300,2500,2600,2900,3200,3500,3600,4100,4200,4200
GET,/product/66VCHSJNUP,4378,0,2100.0,2220.014642866095,231.36520793195814,4343.444956000894,7679.016674280493,24.641854884908188,0.0,2100,2300,2500,2600,2900,3200,3500,3600,4000,4300,4300
GET,/product/6E92ZMYYFZ,4225,0,2200.0,2238.16503855516,134.778382955119,4340.8582649426535,7662.896804733728,23.780684533745337,0.0,2200,2400,2600,2700,3000,3200,3500,3700,4100,4300,4300
GET,/product/9SIQT8TOJO,4249,0,2100.0,2215.6898753535493,120.32088392879814,4327.449414064176,7714.951988703225,23.915770079025783,0.0,2100,2300,2500,2600,3000,3200,3500,3700,4100,4300,4300
GET,/product/L9ECAV7KIM,4245,0,2100.0,2214.4805154050446,132.2603690205142,4337.349992012605,7676.9295641931685,23.893255821479045,0.0,2100,2300,2500,2600,2900,3200,3500,3700,4100,4300,4300
GET,/product/LS4PSXUNUM,4380,0,2100.0,2218.306934157278,226.4608689583838,4194.298146059737,7680.821917808219,24.653112013681557,0.0,2100,2300,2500,2600,3000,3300,3500,3700,4000,4200,4200
GET,/product/OLJCESPC7Z,4234,0,2100.0,2216.4790685900994,228.10521302744746,4324.136259034276,7711.202645252716,23.831341613225504,0.0,2100,2300,2500,2700,3000,3300,3500,3700,4100,4300,4300
POST,/setCurrency,5775,0,3000.0,3139.69345016777,482.6126310508698,5270.219687954523,10282.633246753247,32.504959333107536,0.0,3000,3300,3500,3600,4000,4300,4500,4700,5200,5300,5300
,Aggregated,68302,0,2300.0,2507.058483968619,120.32088392879814,7026.357732014731,9981.457453661678,384.4422047393785,0.0,2300,2700,2900,3100,3600,4000,4500,4900,5900,6600,7000
