Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2480,0,410.0,421.23249738900586,134.22548898961395,1170.3822439303622,10286.951612903225,8.335418785246235,0.0,410,450,490,500,560,610,660,720,1100,1200,1200
GET,/cart,7252,0,220.0,259.01438004642387,78.8214560598135,1502.6078209048137,14429.51282404854,24.37437783492165,0.0,220,280,310,340,420,510,650,900,1200,1500,1500
POST,/cart,7346,0,300.0,328.81463444582863,127.34043691307306,1370.4779159743339,18239.05513204465,24.690317095330176,0.0,300,350,380,420,510,560,720,1000,1300,1400,1400
POST,/cart/checkout,2436,0,200.0,238.8157894426658,97.12952293921262,1705.1530719036236,6562.816912972085,8.18753232292735,0.0,200,210,280,290,300,390,510,920,1200,1700,1700
GET,/product/0PUK6V6EV0,3544,0,200.0,213.66571243689447,62.09277606103569,1169.1087839426473,7740.330699774267,11.911582328593813,0.0,200,230,240,250,270,280,350,780,1100,1200,1200
GET,/product/1YMWWN1N4O,3546,0,200.0,209.71577878476361,59.78207290172577,1126.6160309314728,7762.701071630006,11.918304440517398,0.0,200,220,240,250,260,280,330,720,1100,1100,1100
GET,/product/2ZYFJ3GM2N,3473,0,200.0,212.0886837258847,65.81647403072566,1102.5438990909606,7759.054707745465,11.67294735530652,0.0,200,230,240,250,260,280,350,800,1100,1100,1100
GET,/product/66VCHSJNUP,3526,0,200.0,211.67631571462945,60.57186494581401,1169.2006080411375,7724.615428247305,11.851083321281541,0.0,200,230,240,250,260,280,340,710,1100,1200,1200
GET,/product/6E92ZMYYFZ,3533,0,200.0,210.3853676768448,67.19458801671863,1175.6925049703568,7714.78998018681,11.874610713014091,0.0,200,220,240,250,260,280,350,640,1100,1200,1200
GET,/product/9SIQT8TOJO,3643,0,200.0,210.7815588626644,71.58766803331673,1113.845358020626,7766.152346966785,12.244326868811303,0.0,200,230,240,250,260,280,340,640,1100,1100,1100
GET,/product/L9ECAV7KIM,3728,0,200.0,211.8888912204595,62.53317499067634,1162.2974789934233,7734.511802575107,12.530016625563693,0.0,200,230,240,250,260,280,340,680,1100,1200,1200
GET,/product/LS4PSXUNUM,3563,0,200.0,214.50060868850503,56.006448925472796,1181.181601015851,7731.794274487791,11.975442391867876,0.0,200,230,240,250,260,280,350,890,1200,1200,1200
GET,/product/OLJCESPC7Z,3462,0,200.0,213.0050387257438,57.49157699756324,1133.3422180032358,7766.36828422877,11.635975739726799,0.0,200,220,240,250,270,290,350,890,1100,1100,1100
POST,/setCurrency,4957,0,420.0,430.3010366933848,129.26390301436186,1258.5833109915257,10288.807141416179,16.66075440260709,0.0,420,460,490,500,560,610,700,800,1200,1300,1300
,Aggregated,56489,0,230.0,262.7038260670829,56.006448925472796,1705.1530719036236,10251.339588238417,189.86269022571554,0.0,230,260,300,340,430,510,630,810,1200,1300,1700
