node_name,timestamp,value
k8s-vm1,1719105166.794,2.1413333333332654
k8s-vm1,1719105181.794,2.047999999999835
k8s-vm1,1719105196.794,2.038000000000223
k8s-vm1,1719105211.794,2.05066666666656
k8s-vm1,1719105226.794,2.0259999999997187
k8s-vm1,1719105241.794,2.0353333333332557
k8s-vm1,1719105256.794,2.032000000000456
k8s-vm1,1719105271.794,2.030000000000048
k8s-vm1,1719105286.794,2.036666666666618
k8s-vm1,1719105301.794,2.0293333333334886
k8s-vm1,1719105316.794,2.0353333333332557
k8s-vm10,1719105166.794,2.032666666666773
k8s-vm10,1719105181.794,2.0246666666665987
k8s-vm10,1719105196.794,2.0253333333331587
k8s-vm10,1719105211.794,2.0373333333334207
k8s-vm10,1719105226.794,2.025333333333401
k8s-vm10,1719105241.794,2.0340000000001357
k8s-vm10,1719105256.794,2.0259999999997187
k8s-vm10,1719105271.794,2.0313333333334107
k8s-vm10,1719105286.794,2.0246666666668416
k8s-vm10,1719105301.794,2.0326666666665307
k8s-vm10,1719105316.794,2.0186666666668316
k8s-vm2,1719105166.794,2.0586666666662503
k8s-vm2,1719105181.794,2.0893333333333435
k8s-vm2,1719105196.794,2.0493333333334407
k8s-vm2,1719105211.794,2.0839999999994085
k8s-vm2,1719105226.794,2.0446666666670357
k8s-vm2,1719105241.794,2.0300000000002916
k8s-vm2,1719105256.794,2.0326666666665316
k8s-vm2,1719105271.794,2.025999999999719
k8s-vm2,1719105286.794,2.034000000000379
k8s-vm2,1719105301.794,2.0313333333329266
k8s-vm2,1719105316.794,2.031333333333654
k8s-vm3,1719105166.794,2.037999999999738
k8s-vm3,1719105181.794,2.0346666666666953
k8s-vm3,1719105196.794,2.0326666666665307
k8s-vm3,1719105211.794,2.0466666666669573
k8s-vm3,1719105226.794,2.0213333333335566
k8s-vm3,1719105241.794,2.0293333333325183
k8s-vm3,1719105256.794,2.0240000000007665
k8s-vm3,1719105271.794,2.0279999999996408
k8s-vm3,1719105286.794,2.0313333333331682
k8s-vm3,1719105301.794,2.028666666667171
k8s-vm3,1719105316.794,2.0233333333332366
k8s-vm4,1719105166.794,1.0019999999999225
k8s-vm4,1719105181.794,0.6380000000001018
k8s-vm4,1719105196.794,0.1259999999999612
k8s-vm4,1719105211.794,0.31399999999994177
k8s-vm4,1719105226.794,0.1439999999999903
k8s-vm4,1719105241.794,0.10533333333332849
k8s-vm4,1719105256.794,0.11000000000009702
k8s-vm4,1719105271.794,0.16199999999989811
k8s-vm4,1719105286.794,0.12933333333336727
k8s-vm4,1719105301.794,0.09799999999995634
k8s-vm4,1719105316.794,0.12066666666675398
k8s-vm5,1719105166.794,2.0313333333334107
k8s-vm5,1719105181.794,2.025999999999961
k8s-vm5,1719105196.794,2.0253333333336436
k8s-vm5,1719105211.794,2.0233333333329937
k8s-vm5,1719105226.794,2.0199999999999516
k8s-vm5,1719105241.794,2.0173333333332266
k8s-vm5,1719105256.794,2.024666666666841
k8s-vm5,1719105271.794,2.015999999999864
k8s-vm5,1719105286.794,2.0219999999998737
k8s-vm5,1719105301.794,2.016000000000349
k8s-vm5,1719105316.794,2.021999999999874
k8s-vm7,1719105166.794,2.0419999999998253
k8s-vm7,1719105181.794,2.096666666666715
k8s-vm7,1719105196.794,2.0280000000003686
k8s-vm7,1719105211.794,2.054666666666405
k8s-vm7,1719105226.794,2.0453333333331103
k8s-vm7,1719105241.794,2.0386666666665407
k8s-vm7,1719105256.794,2.0326666666670157
k8s-vm7,1719105271.794,2.0173333333327417
k8s-vm7,1719105286.794,2.030666666667093
k8s-vm7,1719105301.794,2.0246666666668416
k8s-vm7,1719105316.794,2.0246666666665987
k8s-vm8,1719105166.794,2.0266666666667636
k8s-vm8,1719105181.794,2.031999999999971
k8s-vm8,1719105196.794,2.0240000000000387
k8s-vm8,1719105211.794,2.079999999999806
k8s-vm8,1719105226.794,2.022666666666676
k8s-vm8,1719105241.794,2.031333333333411
k8s-vm8,1719105256.794,2.0313333333331687
k8s-vm8,1719105271.794,2.0320000000002136
k8s-vm8,1719105286.794,2.025333333333401
k8s-vm8,1719105301.794,2.020666666666269
k8s-vm8,1719105316.794,2.0233333333334786
k8s-vm9,1719105166.794,2.0379999999999803
k8s-vm9,1719105181.794,2.0453333333331103
k8s-vm9,1719105196.794,2.022000000000116
k8s-vm9,1719105211.794,2.0206666666665116
k8s-vm9,1719105226.794,2.0193333333333916
k8s-vm9,1719105241.794,2.0179999999997866
k8s-vm9,1719105256.794,2.021999999999874
k8s-vm9,1719105271.794,2.025333333333644
k8s-vm9,1719105286.794,2.022666666666676
k8s-vm9,1719105301.794,2.023333333333479
k8s-vm9,1719105316.794,2.019333333333149
