totalTime,avgCost,totalCost
10,3.4999999999999996,0.5833333333333333
20,3.4999999999999996,1.1666666666666665
30,3.4999999999999996,1.7499999999999998
40,3.4999999999999996,2.333333333333333
50,3.499999999999999,2.916666666666666
60,3.499999999999999,3.499999999999999
70,3.4999999999999987,4.083333333333332
80,3.4999999999999987,4.666666666666665
90,3.4999999999999987,5.249999999999998
100,3.4999999999999987,5.833333333333331
110,3.4999999999999987,6.416666666666664
120,3.4999999999999987,6.999999999999997
130,3.4999999999999987,7.58333333333333
140,3.4999999999999987,8.166666666666664
150,3.499999999999999,8.749999999999998
