totalTime,avgCost,totalCost
10,4.000000000000001,0.6666666666666667
20,4.000000000000001,1.3333333333333335
30,4.0,2.0
40,4.000000000000001,2.666666666666667
50,4.000000000000001,3.333333333333334
60,4.000000000000001,4.000000000000001
70,4.000000000000001,4.666666666666668
80,4.000000000000001,5.333333333333335
90,4.000000000000001,6.000000000000002
100,4.000000000000002,6.666666666666669
110,4.000000000000002,7.333333333333336
120,4.000000000000001,8.000000000000002
130,4.000000000000001,8.666666666666668
140,4.0,9.333333333333334
150,4.0,10.0
