totalTime,avgCost,totalCost
10,2.9999999999999996,0.49999999999999994
20,2.9999999999999996,0.9999999999999999
30,2.9999999999999996,1.4999999999999998
40,2.9999999999999996,1.9999999999999998
50,2.999999999999999,2.4999999999999996
60,2.9999999999999996,2.9999999999999996
70,2.9999999999999996,3.4999999999999996
80,2.9999999999999996,3.9999999999999996
90,2.999999999999999,4.499999999999999
100,2.999999999999999,4.999999999999999
110,2.999999999999999,5.499999999999999
120,2.9999999999999996,5.999999999999999
130,2.9999999999999996,6.499999999999999
140,2.9999999999999996,6.999999999999999
150,2.9999999999999996,7.499999999999999
