totalTime,avgCost,totalCost
10,6.0,1.0
20,6.0,2.0
30,6.0,3.0
40,6.0,4.0
50,6.0,5.0
60,6.0,6.0
70,6.0,7.0
80,6.0,8.0
90,6.0,9.0
100,6.0,10.0
110,6.0,11.0
120,6.0,12.0
130,6.0,13.0
140,6.0,14.0
150,6.0,15.0
