Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,459,0,90,98.7229900277871,27.51215803436935,757.8574839280918,10283.261437908497,2.5898283102044,0.0,90,95,97,99,110,140,270,670,760,760,760
GET,/cart,1416,0,82,88.07353155681203,22.218420985154808,853.6693589994684,13957.68220338983,7.989535702068475,0.0,82,91,96,99,120,160,170,180,810,850,850
POST,/cart,1464,0,98,115.60152060892356,39.04970793519169,963.598542031832,18266.04849726776,8.26036742078266,0.0,98,110,150,160,170,180,190,200,960,960,960
POST,/cart/checkout,483,0,100.0,112.90447307725516,38.62209606450051,598.343284917064,6562.389233954451,2.725244169561493,0.0,100,110,120,150,170,170,190,190,600,600,600
GET,/product/0PUK6V6EV0,703,0,69,63.2343246335903,21.18952095042914,866.4784820284694,7741.954480796586,3.966556213668177,0.0,69,85,90,92,97,100,110,110,870,870,870
GET,/product/1YMWWN1N4O,666,0,70,67.39725603116537,19.69245297368616,829.06653592363,7757.983483483484,3.7577900971593254,0.0,70,84,88,91,98,100,110,120,830,830,830
GET,/product/2ZYFJ3GM2N,678,0,64,62.82034895044908,19.84149299096316,877.2346960613504,7758.7271386430675,3.825498026837872,0.0,64,83,89,92,98,100,110,110,880,880,880
GET,/product/66VCHSJNUP,659,0,69,64.70349984107841,20.698228967376053,843.8015619758517,7724.235204855842,3.71829380484684,0.0,69,85,89,91,97,100,110,110,840,840,840
GET,/product/6E92ZMYYFZ,722,0,71,63.46685183411877,20.501850987784564,837.3391919303685,7712.828254847645,4.073760435659208,0.0,71,85,90,92,98,100,110,110,840,840,840
GET,/product/9SIQT8TOJO,698,0,69,64.34531958842447,23.005175055004656,864.9252699688077,7764.398280802292,3.938344576302116,0.0,70,85,90,93,99,100,110,110,860,860,860
GET,/product/L9ECAV7KIM,680,0,52,59.507084156811125,20.5586280208081,159.84879608731717,7733.101470588235,3.8367826817842965,0.0,55,83,88,91,96,100,110,110,160,160,160
GET,/product/LS4PSXUNUM,716,0,68,64.53092164485507,21.53865701984614,800.0529310666025,7731.104748603352,4.039906470819935,0.0,68,85,90,93,99,100,110,110,800,800,800
GET,/product/OLJCESPC7Z,746,0,61,62.68466930229706,21.116795018315315,776.880030054599,7764.563002680965,4.209176295016301,0.0,61,83,88,91,97,100,110,110,780,780,780
POST,/setCurrency,993,0,92,93.06423250510295,27.98386395443231,849.8101609293371,10285.236656596173,5.602831180899715,0.0,92,97,99,100,110,130,170,190,850,850,850
,Aggregated,11083,0,84,79.84770990627145,19.69245297368616,963.598542031832,10208.708743120094,62.53391538561082,0.0,84,91,96,98,110,160,170,180,840,960,960
