Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3936,0,4200.0,4160.712572367588,2429.995864047669,6149.6034290175885,10263.614329268292,22.192872246724463,0.0,4200,4400,4600,4700,5000,5200,5400,5600,6000,6100,6100
GET,/cart,9177,0,2100.0,2250.027925941795,563.3399160578847,6261.442424962297,13199.084559224148,51.74389954476381,0.0,2100,2500,2700,2900,3400,3800,4300,4600,5400,6300,6300
POST,/cart,8910,0,2900.0,3093.298272025771,963.310016086325,7301.254482008517,17735.10359147026,50.238437936563756,0.0,2900,3300,3600,3700,4200,4700,5200,5600,6100,7300,7300
POST,/cart/checkout,2958,0,1700.0,1732.8848626426116,489.02752494905144,3785.9762739390135,6562.805949966193,16.678484782980426,0.0,1700,1800,2000,2100,2400,2600,2900,3100,3500,3800,3800
GET,/product/0PUK6V6EV0,4397,0,1800.0,1902.5571336586095,697.3707430297509,3612.4588520033285,7720.992722310666,24.792189854890104,0.0,1800,2000,2100,2200,2500,2800,3000,3100,3500,3600,3600
GET,/product/1YMWWN1N4O,4496,0,1800.0,1895.7472690540076,695.4252040013671,3529.6056549996138,7740.361209964412,25.350394720851924,0.0,1800,2000,2100,2200,2500,2800,3000,3200,3500,3500,3500
GET,/product/2ZYFJ3GM2N,4394,0,1800.0,1911.6897858405289,682.8156729461625,3744.431669008918,7739.9588074647245,24.775274555921566,0.0,1800,2000,2100,2200,2500,2800,3100,3200,3500,3700,3700
GET,/product/66VCHSJNUP,4392,0,1800.0,1900.8622227025055,679.7884770203382,3610.123342019506,7707.014344262295,24.76399768994254,0.0,1800,2000,2100,2200,2500,2800,3100,3200,3500,3600,3600
GET,/product/6E92ZMYYFZ,4334,0,1800.0,1909.4348446910362,677.2200980922207,3716.6231620358303,7693.84702353484,24.436968576550765,0.0,1800,2000,2100,2200,2500,2800,3100,3200,3500,3700,3700
GET,/product/9SIQT8TOJO,4465,0,1800.0,1901.3771502264344,673.8994399784133,3665.387409972027,7745.521836506159,25.175603298177013,0.0,1800,2000,2100,2200,2500,2800,3000,3200,3600,3700,3700
GET,/product/L9ECAV7KIM,4346,0,1800.0,1897.0964922811522,712.8964719595388,3646.5896560112014,7712.414404049701,24.504629772424927,0.0,1800,2000,2100,2200,2500,2800,3000,3200,3600,3600,3600
GET,/product/LS4PSXUNUM,4488,0,1800.0,1899.3030324596302,701.0109210386872,3728.9696390507743,7712.424242424242,25.30528725693582,0.0,1800,2000,2100,2200,2500,2800,3000,3100,3500,3700,3700
GET,/product/OLJCESPC7Z,4505,0,1800.0,1902.504418821403,765.2259409660473,3613.5430679423735,7741.917203107658,25.401140617757545,0.0,1800,2000,2100,2200,2500,2800,3000,3200,3600,3600,3600
POST,/setCurrency,5958,0,4200.0,4218.6071240769115,2250.9365739533678,6265.749120037071,10282.18093319906,33.59378375152041,0.0,4200,4600,4800,4900,5100,5300,5600,5700,6200,6300,6300
,Aggregated,70756,0,2000.0,2410.945274435195,489.02752494905144,7301.254482008517,10002.90526598451,398.9529646060051,0.0,2000,2500,2900,3200,4100,4600,5000,5300,5900,6300,7300
