Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1595,0,340.0,395.8681895436287,136.0618630424142,1524.611957021989,10286.29592476489,8.995527619552487,0.0,340,380,400,410,490,750,1500,1500,1500,1500,1500
GET,/cart,4973,0,200.0,235.52742229187766,72.52953399438411,1274.2723690462299,14297.788457671426,28.046870753626656,0.0,200,250,290,310,380,460,590,920,1200,1300,1300
POST,/cart,4909,0,260.0,295.68317597167777,108.41942799743265,1374.8477429617196,18268.116520676307,27.685921682998845,0.0,260,320,340,360,440,510,780,1000,1300,1400,1400
POST,/cart/checkout,1628,0,190.0,215.7583974927297,85.29358397936448,1916.3395840441808,6562.271498771499,9.181641984094952,0.0,190,200,200,200,280,300,880,1000,1900,1900,1900
GET,/product/0PUK6V6EV0,2418,0,160.0,186.80987544025092,43.055394024122506,1187.0913649909198,7740.0161290322585,13.637107074657,0.0,160,190,200,220,250,280,740,940,1200,1200,1200
GET,/product/1YMWWN1N4O,2360,0,170.0,187.03505449076934,52.10274300770834,1187.0959119987674,7764.401694915255,13.309996979400545,0.0,170,190,210,220,250,270,640,970,1200,1200,1200
GET,/product/2ZYFJ3GM2N,2425,0,160.0,182.96660348660188,55.022818967700005,1146.2615139898844,7757.266804123711,13.676585879256915,0.0,160,190,200,220,250,270,370,880,1100,1100,1100
GET,/product/66VCHSJNUP,2425,0,170.0,185.72739334090508,52.80235497048125,1191.7946659959853,7724.5261855670105,13.676585879256915,0.0,170,190,210,220,250,270,590,930,1100,1200,1200
GET,/product/6E92ZMYYFZ,2368,0,170.0,189.65428500180408,52.44452302576974,1124.2456419859082,7714.7183277027025,13.355115613229021,0.0,170,190,210,220,250,270,780,980,1100,1100,1100
GET,/product/9SIQT8TOJO,2381,0,170.0,187.0288403971672,49.20817300444469,1196.620296977926,7764.408231835363,13.428433393200295,0.0,170,190,210,220,250,270,610,900,1100,1200,1200
GET,/product/L9ECAV7KIM,2371,0,170.0,185.2297101556779,53.39368397835642,1149.9204400461167,7731.292281737664,13.3720351009147,0.0,170,190,200,220,250,270,680,900,1100,1100,1100
GET,/product/LS4PSXUNUM,2395,0,170.0,189.49574924942732,57.67902097431943,1168.882061028853,7731.678079331941,13.507391002400128,0.0,170,190,210,220,250,270,790,960,1100,1200,1200
GET,/product/OLJCESPC7Z,2348,0,160.0,182.7807257443669,48.179664998315275,1187.374155037105,7764.297274275979,13.24231902865783,0.0,160,190,210,220,250,270,310,870,1200,1200,1200
POST,/setCurrency,3305,0,350.0,371.5929236332076,127.79397499980405,1624.390858982224,10288.767019667172,18.639635600389322,0.0,350,390,400,410,470,510,790,1000,1600,1600,1600
,Aggregated,37901,0,190.0,233.16972374921966,43.055394024122506,1916.3395840441808,10244.91485712778,213.7551675916356,0.0,190,240,270,300,380,440,760,990,1500,1800,1900
