Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3857,0,5000.0,4909.471276338274,2439.093501016032,8331.38147398131,10249.687321752657,21.734060440317794,0.0,5000,5300,5600,5800,6200,6600,6900,7200,7900,8300,8300
GET,/cart,6950,0,4300.0,4419.660783830147,563.680357998237,10790.592601988465,12051.181582733812,39.16300753440722,0.0,4300,4800,5300,5500,6400,7100,8000,8400,9500,11000,11000
POST,/cart,6741,0,6200.0,6248.129935578866,972.0991979702376,12379.548081953544,17325.877317905357,37.98529982581857,0.0,6200,6900,7300,7600,8500,9100,9800,10000,12000,12000,12000
POST,/cart/checkout,2220,0,3400.0,3408.3453019453536,963.1999899866059,5725.624011945911,6561.990540540541,12.509622550558854,0.0,3400,3700,3900,4100,4400,4700,5000,5300,5600,5700,5700
GET,/product/0PUK6V6EV0,3439,0,4200.0,4124.045738812357,675.5350899766199,6605.141030973755,7650.301541145682,19.378645023140496,0.0,4200,4600,4800,4900,5300,5500,5900,6100,6500,6600,6600
GET,/product/1YMWWN1N4O,3402,0,4100.0,4121.207207070696,744.2335259984247,6853.76389400335,7670.72986478542,19.170151313964514,0.0,4100,4500,4800,4900,5300,5500,5800,6000,6500,6900,6900
GET,/product/2ZYFJ3GM2N,3403,0,4200.0,4120.4197723634725,774.7715939767659,6982.399914995767,7668.388480752277,19.17578627907738,0.0,4200,4500,4800,4900,5300,5500,5800,6100,6700,7000,7000
GET,/product/66VCHSJNUP,3396,0,4200.0,4108.498079970724,679.450070951134,6778.821219981182,7635.5,19.136341523287328,0.0,4200,4500,4800,4900,5300,5500,5800,6000,6500,6800,6800
GET,/product/6E92ZMYYFZ,3459,0,4100.0,4094.4476361754037,747.452670999337,6769.1106970305555,7624.584562012143,19.491344325397783,0.0,4100,4500,4800,4900,5300,5500,5800,6000,6600,6800,6800
GET,/product/9SIQT8TOJO,3459,0,4100.0,4119.054087072047,596.238884027116,7112.140424957033,7672.929459381324,19.491344325397783,0.0,4100,4600,4800,4900,5300,5500,5800,6100,6700,7100,7100
GET,/product/L9ECAV7KIM,3352,0,4100.0,4100.435385507568,666.6791160241701,6843.7852340284735,7641.192720763723,18.8884030583213,0.0,4100,4500,4800,4900,5300,5500,5900,6100,6400,6800,6800
GET,/product/LS4PSXUNUM,3407,0,4200.0,4127.17299409854,609.3258209875785,6782.458044996019,7643.235104197241,19.198326139528838,0.0,4200,4600,4800,4900,5300,5600,5900,6100,6500,6800,6800
GET,/product/OLJCESPC7Z,3388,0,4100.0,4108.625664275045,606.707701983396,6783.046024036594,7673.12012987013,19.091261802384413,0.0,4100,4500,4800,4900,5300,5500,5800,6000,6500,6800,6800
POST,/setCurrency,4596,0,5400.0,5452.8716184894665,3007.0445699966513,9060.524724016432,10275.777632724108,25.898299658724547,0.0,5400,5900,6200,6400,6900,7300,7800,8000,8800,9100,9100
,Aggregated,55069,0,4400.0,4552.701043756848,563.680357998237,12379.548081953544,9749.094663059072,310.3118938003268,0.0,4400,4900,5200,5500,6300,7100,8100,8700,11000,12000,12000
