Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4079,0,4700.0,4623.816855044276,2227.302911982406,6547.47013899032,10265.01470948762,23.004299616560942,0.0,4700,5000,5200,5300,5500,5700,5900,6100,6400,6500,6500
GET,/cart,9285,0,2100.0,2243.8980243713695,572.8825810365379,6271.727927029133,13188.782660204632,52.364530997736786,0.0,2100,2400,2700,2900,3400,3800,4200,4500,5300,6300,6300
POST,/cart,9038,0,2800.0,2932.3700441726587,953.3696040161885,6695.8323160069995,17730.545142730694,50.97152731906786,0.0,2800,3100,3400,3600,4100,4500,4900,5300,6100,6700,6700
POST,/cart/checkout,2984,0,2000.0,2076.089246315793,711.4031359669752,4490.543735038955,6562.525804289544,16.828837964162258,0.0,2000,2200,2400,2500,2800,3100,3500,3700,4200,4500,4500
GET,/product/0PUK6V6EV0,4492,0,1700.0,1701.182208608917,777.5809400482103,3604.194649029523,7726.465494211932,25.3334920023515,0.0,1700,1700,1800,1900,2100,2400,2700,2800,3300,3600,3600
GET,/product/1YMWWN1N4O,4460,0,1700.0,1699.0397460161557,758.6423960165121,3466.9486060156487,7748.1188340807175,25.153021890135282,0.0,1700,1800,1800,1900,2100,2300,2600,2800,3300,3500,3500
GET,/product/2ZYFJ3GM2N,4367,0,1700.0,1701.4569319266454,702.2192789590918,3400.8534210151993,7743.593771467827,24.628530626506898,0.0,1700,1800,1800,1900,2100,2300,2700,2800,3300,3400,3400
GET,/product/66VCHSJNUP,4641,0,1600.0,1694.3131358820885,684.2032040003687,3305.210302991327,7712.258995906055,26.17380596235826,0.0,1600,1700,1800,1900,2100,2300,2600,2800,3300,3300,3300
GET,/product/6E92ZMYYFZ,4352,0,1600.0,1687.0303947049238,713.3307949989103,3353.3769049681723,7701.9921875,24.543935261405547,0.0,1600,1700,1800,1900,2100,2400,2700,2800,3300,3400,3400
GET,/product/9SIQT8TOJO,4511,0,1700.0,1696.1014740810886,712.7835190040059,3691.2631260347553,7753.113500332521,25.440646131479877,0.0,1700,1800,1800,1900,2100,2400,2700,2800,3300,3700,3700
GET,/product/L9ECAV7KIM,4432,0,1700.0,1693.4836342338365,700.0504520256072,3467.936629022006,7715.542644404332,24.99511054194609,0.0,1700,1800,1800,1900,2100,2300,2600,2800,3300,3500,3500
GET,/product/LS4PSXUNUM,4489,0,1700.0,1696.8861737415386,699.7156350407749,3509.0968660078943,7715.409890844286,25.316572929331226,0.0,1700,1700,1800,1900,2100,2400,2700,2800,3300,3500,3500
GET,/product/OLJCESPC7Z,4414,0,1600.0,1690.1662148427683,742.2718770103529,3452.494964993093,7750.1221114635255,24.893596103824468,0.0,1700,1700,1800,1900,2100,2300,2600,2700,3300,3500,3500
POST,/setCurrency,6206,0,5000.0,4866.790648835624,2101.9609079812653,6562.656618014444,10282.484531098937,34.999922387932635,0.0,5000,5200,5300,5400,5700,5900,6100,6200,6500,6600,6600
,Aggregated,71750,0,1800.0,2378.892798314753,572.8825810365379,6695.8323160069995,10012.238466898954,404.64782973479964,0.0,1800,2300,2700,3200,4600,5100,5500,5700,6300,6500,6700
