Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4310,0,5600.0,5755.403156373923,2463.984654052183,9111.694257007912,10242.662180974477,24.193162391117188,0.0,5600,6300,6800,7100,7600,8100,8500,8600,8800,9100,9100
GET,/cart,7128,0,5800.0,5841.535450927861,653.9799639722332,12035.299068025779,11616.473484848484,40.01133678048337,0.0,5800,6400,6900,7100,7800,8500,9300,9800,11000,12000,12000
POST,/cart,6589,0,8200.0,8155.7671400690715,1231.4572039758787,15032.51782496227,17138.369403551373,36.98578816590978,0.0,8200,8800,9200,9500,10000,11000,12000,12000,13000,15000,15000
POST,/cart/checkout,2126,0,5000.0,4913.133458209092,709.2324289842509,7419.573150982615,6561.419096895578,11.93379657622161,0.0,5000,5300,5600,5700,6200,6500,6800,6900,7400,7400,7400
GET,/product/0PUK6V6EV0,3304,0,5700.0,5581.901825238207,780.5929780006409,9084.2246520333,7547.722154963681,18.54622007894459,0.0,5700,6000,6300,6500,6900,7300,7600,7900,8900,9100,9100
GET,/product/1YMWWN1N4O,3316,0,5700.0,5609.2316313473075,789.740686013829,8865.551755996421,7553.850422195416,18.613579231773688,0.0,5700,6100,6400,6500,6900,7300,7700,7900,8500,8900,8900
GET,/product/2ZYFJ3GM2N,3335,0,5700.0,5592.432422300627,860.2608810178936,9146.53426402947,7569.696251874063,18.72023122375309,0.0,5700,6100,6400,6500,6900,7300,7600,7800,8600,9100,9100
GET,/product/66VCHSJNUP,3406,0,5700.0,5565.885134712244,769.9063739855774,8962.307146983221,7539.753376394598,19.118772877991912,0.0,5700,6100,6300,6500,6900,7300,7700,8000,8700,9000,9000
GET,/product/6E92ZMYYFZ,3391,0,5700.0,5571.92963043653,683.138855965808,9436.334530997556,7519.582718961959,19.034573936955542,0.0,5700,6100,6300,6500,6900,7300,7600,7900,8700,9400,9400
GET,/product/9SIQT8TOJO,3303,0,5700.0,5568.616822555785,688.3833819883876,8866.400639002677,7569.868604299122,18.540606816208832,0.0,5700,6000,6300,6500,6900,7300,7600,8000,8500,8900,8900
GET,/product/L9ECAV7KIM,3414,0,5700.0,5572.872334669298,886.5971780032851,8956.646100035869,7526.940831868776,19.163678979877975,0.0,5700,6100,6300,6500,6900,7300,7600,7900,8500,9000,9000
GET,/product/LS4PSXUNUM,3394,0,5700.0,5589.666298647479,857.3867380036972,8698.270668974146,7532.076900412492,19.051413725162814,0.0,5700,6100,6300,6500,6900,7200,7600,7700,8300,8700,8700
GET,/product/OLJCESPC7Z,3368,0,5700.0,5590.786682782205,849.2613380076364,8916.191508993506,7562.005344418052,18.905468894033106,0.0,5700,6100,6300,6500,6900,7200,7600,8000,8500,8900,8900
POST,/setCurrency,4692,0,6300.0,6335.457187504113,3461.722095962614,10037.398114043754,10272.38789428815,26.33742875617676,0.0,6300,6800,7100,7300,7800,8200,8600,8900,9500,10000,10000
,Aggregated,55076,0,5900.0,5975.730069628356,653.9799639722332,15032.51782496227,9626.041706006246,309.15605843461026,0.0,5900,6400,6800,7100,7900,8700,9800,11000,12000,13000,15000
