Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1682,0,870.0,947.8901226731575,321.91642897669226,2381.316741986666,10281.502378121284,9.487103261941128,0.0,870,930,990,1000,1100,2300,2300,2300,2400,2400,2400
GET,/cart,4728,0,420.0,477.04002493967823,115.03684701165184,1876.7268530209549,14013.579314720811,26.6676719515206,0.0,420,510,580,620,770,880,1000,1100,1700,1900,1900
POST,/cart,4671,0,560.0,615.34702017589,230.78693298157305,2219.876896007918,18105.121815457074,26.346170830277647,0.0,560,650,710,750,880,1000,1200,1400,2000,2200,2200
POST,/cart/checkout,1611,0,390.0,412.5872730715174,180.6542359990999,2069.1130259656347,6562.199255121043,9.086636953024469,0.0,390,410,480,500,600,700,930,1100,1900,2100,2100
GET,/product/0PUK6V6EV0,2372,0,330.0,362.8742035872114,172.16829396784306,2036.0540610272437,7737.097807757167,13.378958940145276,0.0,330,360,380,400,460,540,910,1100,1900,2000,2000
GET,/product/1YMWWN1N4O,2251,0,330.0,358.4145159622065,189.8075620410964,1853.8441190030426,7759.140826299423,12.696474103822519,0.0,330,360,380,400,450,530,840,1000,1300,1900,1900
GET,/product/2ZYFJ3GM2N,2288,0,340.0,367.2443991330816,170.01050303224474,2018.967451993376,7755.333479020979,12.90516781410303,0.0,340,360,390,400,450,550,960,1100,1900,2000,2000
GET,/product/66VCHSJNUP,2329,0,340.0,371.3984808668076,180.4083029855974,2050.948244985193,7722.287247745814,13.136423006576031,0.0,340,370,390,400,460,580,990,1100,1900,2100,2100
GET,/product/6E92ZMYYFZ,2237,0,330.0,366.3591988372286,114.89060800522566,2052.615723980125,7711.540008940546,12.617508916148811,0.0,330,360,380,400,460,540,950,1100,1900,2100,2100
GET,/product/9SIQT8TOJO,2358,0,330.0,361.82855546579714,149.58903996739537,1934.8256170051172,7764.436386768448,13.299993752471568,0.0,330,360,380,390,450,530,910,1100,1900,1900,1900
GET,/product/L9ECAV7KIM,2287,0,340.0,369.94781810441617,178.4748769714497,2027.532722975593,7728.391779623961,12.89952744355491,0.0,340,360,390,400,460,580,1000,1100,1900,2000,2000
GET,/product/LS4PSXUNUM,2251,0,340.0,368.4616756444412,152.90124400053173,1985.482077987399,7728.3660595290985,12.696474103822519,0.0,340,360,390,400,460,550,920,1100,1900,2000,2000
GET,/product/OLJCESPC7Z,2291,0,330.0,367.49660438463246,177.2604240104556,2045.0204520020634,7759.21213443911,12.922088925747397,0.0,330,360,390,400,460,560,930,1100,1900,2000,2000
POST,/setCurrency,3080,0,870.0,879.8694214849376,341.53579600388184,2620.4134880099446,10286.832467532467,17.37234128821562,0.0,880,930,970,1000,1100,1100,1300,1500,2400,2600,2600
,Aggregated,36436,0,380.0,484.7315588481818,114.89060800522566,2620.4134880099446,10163.807443188056,205.51254129137152,0.0,380,470,580,680,880,990,1100,1300,2300,2400,2600
