Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2729,0,2100.0,2491.19831012064,997.4532070336863,5169.28327397909,10270.129351410773,15.387270038193897,0.0,2100,2300,2500,2800,4400,4600,5100,5100,5200,5200,5200
GET,/cart,6814,0,1500.0,1567.13539438233,493.0469290120527,3779.299797024578,13489.452304079836,38.42024845740316,0.0,1500,1700,1800,1900,2200,2500,2700,2900,3300,3800,3800
POST,/cart,6709,0,2100.0,2162.2108149588134,940.008464967832,4730.494800023735,17894.31450290654,37.82821351639533,0.0,2100,2300,2500,2600,2900,3100,3500,3700,4500,4700,4700
POST,/cart/checkout,2247,0,1300.0,1387.176937859932,573.7391229486093,3031.9782530423254,6562.20961281709,12.669547737567493,0.0,1300,1400,1500,1600,1800,2100,2400,2600,3000,3000,3000
GET,/product/0PUK6V6EV0,3226,0,1400.0,1445.1766960822729,707.1751730982214,2859.592069988139,7680.779913205208,18.189568758964278,0.0,1400,1500,1600,1600,1800,2000,2200,2400,2800,2900,2900
GET,/product/1YMWWN1N4O,3310,0,1400.0,1454.5456966081017,733.7288719136268,2927.813133923337,7696.7,18.66319671177054,0.0,1400,1500,1600,1700,1800,2000,2200,2400,2800,2900,2900
GET,/product/2ZYFJ3GM2N,3305,0,1400.0,1450.354393042903,617.3662899527699,2857.397441053763,7695.045385779123,18.635004571722547,0.0,1400,1500,1600,1700,1800,2000,2200,2300,2800,2900,2900
GET,/product/66VCHSJNUP,3308,0,1400.0,1448.5547692315276,711.8529489962384,3000.50216098316,7665.706166868198,18.65191985575134,0.0,1400,1500,1600,1600,1800,2000,2200,2400,2800,3000,3000
GET,/product/6E92ZMYYFZ,3256,0,1400.0,1445.6337274212237,705.765860970132,2968.526382930577,7651.371007371007,18.358721599252227,0.0,1400,1500,1600,1700,1800,2000,2200,2400,2800,3000,3000
GET,/product/9SIQT8TOJO,3263,0,1400.0,1441.4720279776836,668.0052609881386,2929.8074960242957,7708.041066503218,18.398190595319416,0.0,1400,1500,1600,1600,1800,2000,2200,2300,2800,2900,2900
GET,/product/L9ECAV7KIM,3206,0,1400.0,1451.6491210795123,715.9641400212422,2979.6785509679466,7662.7139737991265,18.07680019877231,0.0,1400,1500,1600,1700,1800,2000,2200,2400,2900,3000,3000
GET,/product/LS4PSXUNUM,3277,0,1400.0,1448.4093538451718,704.5214970130473,2869.4093730300665,7671.050350930729,18.477128587453794,0.0,1400,1500,1600,1700,1800,2000,2200,2400,2800,2900,2900
GET,/product/OLJCESPC7Z,3257,0,1400.0,1452.814808897601,718.5455410508439,2961.5493450546637,7700.570156585815,18.364360027261828,0.0,1400,1500,1600,1700,1800,2000,2300,2400,2800,3000,3000
POST,/setCurrency,4397,0,2100.0,2126.674256522305,817.6983250305057,4188.675333047286,10282.812144644076,24.792167958203947,0.0,2100,2200,2300,2400,2500,2700,2800,2900,3700,4200,4200
,Aggregated,52304,0,1500.0,1664.4207353652357,493.0469290120527,5169.28327397909,10053.729791220556,294.9123386140321,0.0,1500,1700,1900,2000,2300,2600,3000,4000,5100,5200,5200
