Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1164,0,450.0,502.29665210230127,169.75424392148852,1612.953501055017,10284.212199312715,6.567044387263616,0.0,450,490,520,530,610,1000,1600,1600,1600,1600,1600
GET,/cart,3183,0,330.0,355.05911407418324,83.4097140468657,1488.531204056926,14173.541627395538,17.957819832182206,0.0,330,380,420,450,520,590,690,1000,1400,1500,1500
POST,/cart,3122,0,470.0,485.1190228953592,172.5288889138028,1513.7821930693462,18210.126201153107,17.613670598829046,0.0,470,510,550,580,650,700,790,980,1300,1500,1500
POST,/cart/checkout,1045,0,340.0,357.965708438209,137.9694229690358,1247.6285200100392,6558.2497607655505,5.895671292689415,0.0,340,370,390,410,470,520,880,1000,1200,1200,1200
GET,/product/0PUK6V6EV0,1535,0,300.0,306.25265549659025,130.78775303438306,1300.219730939716,7738.605863192182,8.660148740936126,0.0,300,320,340,360,390,420,470,520,1200,1300,1300
GET,/product/1YMWWN1N4O,1555,0,300.0,311.5510178468612,155.73912800755352,1325.5322539480403,7760.246945337621,8.772984555150277,0.0,300,320,350,360,400,430,490,820,1300,1300,1300
GET,/product/2ZYFJ3GM2N,1523,0,300.0,309.8394374597942,135.684545035474,1319.7568530449644,7756.600787918582,8.592447252407636,0.0,300,330,350,360,390,430,480,770,1300,1300,1300
GET,/product/66VCHSJNUP,1496,0,300.0,311.0273445742099,158.1395899411291,1318.6242489609867,7723.552139037433,8.440118903218531,0.0,300,330,350,360,400,440,480,860,1300,1300,1300
GET,/product/6E92ZMYYFZ,1564,0,300.0,310.789435591666,139.98447894118726,1211.521529010497,7713.072250639386,8.823760671546646,0.0,300,330,350,360,390,430,490,780,1200,1200,1200
GET,/product/9SIQT8TOJO,1517,0,300.0,310.75842137234844,149.12151801399887,1240.1170630473644,7766.313117996045,8.55859650814339,0.0,300,330,350,360,400,440,490,880,1200,1200,1200
GET,/product/L9ECAV7KIM,1467,0,300.0,310.5125075552788,146.14012592937797,1288.3788030594587,7729.712338104976,8.276506972608011,0.0,300,330,350,360,400,440,490,800,1200,1300,1300
GET,/product/LS4PSXUNUM,1530,0,290.0,308.19509992698585,147.5746650248766,1255.3608430316672,7728.929411764706,8.631939787382588,0.0,290,330,350,360,400,430,490,620,1200,1300,1300
GET,/product/OLJCESPC7Z,1513,0,290.0,311.004918718665,131.82790204882622,1318.0710920132697,7761.653668208856,8.536029345300559,0.0,290,330,350,360,400,440,490,890,1200,1300,1300
POST,/setCurrency,2118,0,460.0,468.6353937193432,185.7091069687158,1606.2312250724062,10286.044853635505,11.949312725278642,0.0,460,500,520,540,580,620,690,800,1600,1600,1600
,Aggregated,24332,0,330.0,363.42511949259614,83.4097140468657,1612.953501055017,10218.76495972382,137.2760515729367,0.0,330,380,420,450,520,590,720,940,1600,1600,1600
