Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3954,0,3200.0,3258.1333885565296,1825.7835049880669,5762.2096670093015,10263.661608497723,22.279171667781522,0.0,3200,3500,3600,3700,3900,4100,4400,4700,5300,5800,5800
GET,/cart,8777,0,2300.0,2427.013544995679,439.09748608712107,5988.868437008932,13151.075082602256,49.45480266265008,0.0,2300,2600,2900,3000,3500,3800,4300,4600,5300,6000,6000
POST,/cart,8682,0,3200.0,3315.4931626472207,827.112440019846,8476.671188953333,17721.906127620365,48.919516545189474,0.0,3200,3500,3800,3900,4400,4800,5400,5800,7300,8500,8500
POST,/cart/checkout,2849,0,1800.0,1832.1727265467116,558.3963120589033,3896.663181949407,6561.766584766585,16.052948933108134,0.0,1800,1900,2100,2100,2400,2600,2900,3200,3800,3900,3900
GET,/product/0PUK6V6EV0,4294,0,2100.0,2204.243739503359,715.8023359952495,4937.811729032546,7705.688169538891,24.194932509219488,0.0,2100,2300,2400,2500,2700,3000,3300,3700,4700,4900,4900
GET,/product/1YMWWN1N4O,4099,0,2200.0,2211.5738355211233,747.9169960133731,4983.068985980935,7725.713832642108,23.096187320747713,0.0,2200,2300,2500,2500,2800,3000,3300,3700,4800,5000,5000
GET,/product/2ZYFJ3GM2N,4179,0,2100.0,2199.257544813505,737.9957980010659,4934.96717500966,7728.437664513041,23.546954577556647,0.0,2100,2300,2400,2500,2700,3000,3300,3600,4700,4900,4900
GET,/product/66VCHSJNUP,4255,0,2200.0,2208.7578844253367,669.3736829329282,4912.968598073348,7691.266039952997,23.975183471525135,0.0,2200,2300,2500,2500,2700,2900,3300,3600,4700,4900,4900
GET,/product/6E92ZMYYFZ,4123,0,2100.0,2201.0159262414722,736.4208849612623,5042.0707209268585,7680.989328159108,23.231417497790392,0.0,2100,2300,2500,2500,2800,2900,3200,3600,4600,5000,5000
GET,/product/9SIQT8TOJO,4306,0,2200.0,2212.9135375817955,703.5443580243737,4879.252335987985,7732.712261960056,24.262547597740827,0.0,2200,2300,2500,2500,2800,3000,3300,3700,4600,4900,4900
GET,/product/L9ECAV7KIM,4212,0,2200.0,2204.0013791477018,734.1048310045153,4837.5352889997885,7698.050094966761,23.732896070990332,0.0,2200,2300,2400,2500,2800,2900,3300,3700,4700,4800,4800
GET,/product/LS4PSXUNUM,4348,0,2200.0,2220.6361019471356,769.2258780589327,4938.3017080836,7698.553587856486,24.499200407565517,0.0,2200,2300,2500,2500,2800,3000,3300,3700,4800,4900,4900
GET,/product/OLJCESPC7Z,4305,0,2100.0,2204.2828030409423,710.619657067582,5035.233465954661,7728.344947735191,24.256913007030718,0.0,2100,2300,2400,2500,2700,2900,3300,3500,4800,5000,5000
POST,/setCurrency,5781,0,3200.0,3211.9518878083136,2005.6868699612096,5523.917978047393,10281.276422764227,32.57356889515553,0.0,3200,3300,3500,3600,3800,4000,4300,4400,5300,5500,5500
,Aggregated,68164,0,2400.0,2507.3155940601378,439.09748608712107,8476.671188953333,10004.031893668212,384.0762411640515,0.0,2400,2700,2900,3100,3500,3900,4300,4700,6000,7500,8500
