Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1519,0,390.0,450.10855598706286,146.84844703879207,1651.4499650802463,10285.689927583937,8.56852258300435,0.0,390,430,460,480,550,830,1600,1600,1700,1700,1700
GET,/cart,4413,0,210.0,241.01215069915162,72.72104395087808,1548.4396889805794,13977.981418536143,24.893278577220666,0.0,210,260,290,310,390,470,680,920,1200,1500,1500
POST,/cart,4342,0,280.0,315.78963387957873,127.72229698020965,1869.7379510849714,18159.21142330723,24.492774888350812,0.0,280,330,350,390,450,530,730,1100,1600,1900,1900
POST,/cart/checkout,1471,0,200.0,242.79108801305821,99.15931604336947,1769.708166946657,6562.583276682529,8.297759525740222,0.0,200,210,260,280,300,380,1000,1100,1700,1800,1800
GET,/product/0PUK6V6EV0,2123,0,200.0,220.01672539249364,69.31554200127721,1258.4977960214019,7738.325482807348,11.97562438691128,0.0,200,220,240,250,270,290,860,1000,1100,1300,1300
GET,/product/1YMWWN1N4O,2161,0,200.0,218.243182354998,74.44323704112321,1201.9445489859208,7762.425728829246,12.189978473912047,0.0,200,220,240,250,270,300,820,1000,1100,1200,1200
GET,/product/2ZYFJ3GM2N,2114,0,200.0,214.1049147962197,61.46741996053606,1235.9146060189232,7758.044938505203,11.924856313674256,0.0,200,220,240,250,270,290,610,990,1100,1200,1200
GET,/product/66VCHSJNUP,2105,0,200.0,212.12563892553234,69.80991491582245,1194.6243529673666,7724.902137767221,11.874088240437231,0.0,200,220,240,250,270,290,350,880,1100,1200,1200
GET,/product/6E92ZMYYFZ,2127,0,200.0,219.39363179361246,61.48954597301781,1249.5596959488466,7712.496473906911,11.998187975016624,0.0,200,230,240,250,270,300,820,990,1100,1200,1200
GET,/product/9SIQT8TOJO,2111,0,200.0,216.4898044185418,76.15851401351392,1219.6046370081604,7764.57318806253,11.907933622595248,0.0,200,220,240,250,270,290,730,990,1100,1200,1200
GET,/product/L9ECAV7KIM,2100,0,200.0,214.8093361881495,67.32157908845693,1245.5414030700922,7732.165238095238,11.845883755305552,0.0,200,220,240,250,270,290,600,1000,1100,1200,1200
GET,/product/LS4PSXUNUM,2138,0,200.0,215.6192647696471,70.25284599512815,1230.980766005814,7730.406922357343,12.06023784230632,0.0,200,230,240,250,270,290,780,980,1100,1200,1200
GET,/product/OLJCESPC7Z,2134,0,200.0,217.61936430288864,70.58950106147677,1252.5753310183063,7761.745548266167,12.037674254200976,0.0,200,230,240,250,270,290,580,980,1200,1300,1300
POST,/setCurrency,2899,0,400.0,421.6161519546022,78.15082895103842,1605.4961449699476,10288.025526043462,16.352960479348,0.0,400,430,460,480,530,610,830,1000,1500,1600,1600
,Aggregated,33757,0,220.0,261.749736564589,61.46741996053606,1869.7379510849714,10179.32120745327,190.4197609180236,0.0,220,260,290,320,420,500,810,1000,1600,1800,1900
