Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,4152,119,6500.0,6462.935573933404,24.91913305129856,12785.96142900642,9947.124277456647,23.081009074521322,0.6615221772321862,6500,7300,7800,8200,9300,10000,11000,11000,12000,13000,13000
GET,/cart,6661,413,5900.0,5800.509466660506,25.58545407373458,13838.346802978776,10575.865635790422,37.02856489532431,2.2958710856881757,5900,6500,7000,7300,8100,8800,9600,10000,12000,14000,14000
POST,/cart,6262,524,9000.0,8764.67107261674,29.937361017800868,15955.016997992061,15598.876237623763,34.810519948134036,2.9129211837787023,9000,9800,10000,11000,12000,12000,13000,14000,16000,16000,16000
POST,/cart/checkout,2098,108,5300.0,5128.191249010434,37.18109801411629,10180.03556493204,6224.10533841754,11.662802754900225,0.6003730684124043,5300,5800,6200,6500,7100,7600,8300,8500,9300,10000,10000
GET,/product/0PUK6V6EV0,3144,169,6100.0,5969.496699730562,34.28459097631276,11745.46922405716,7153.608778625954,17.477527102672216,0.9394726718675586,6100,6700,7100,7300,7900,8500,9200,9600,11000,12000,12000
GET,/product/1YMWWN1N4O,3203,179,6200.0,5985.9584171859415,25.71947395335883,11501.068486948498,7151.324695597877,17.805508686341955,0.9950627707946331,6200,6700,7000,7300,7900,8400,9000,9400,10000,12000,12000
GET,/product/2ZYFJ3GM2N,3078,188,6200.0,6027.241965298118,27.744024991989136,11478.737502009608,7120.151397011046,17.110632449753524,1.045093859829,6200,6800,7100,7300,7900,8500,9100,9600,11000,11000,11000
GET,/product/66VCHSJNUP,3104,165,6200.0,5995.77285476991,26.426260941661894,11830.884707975201,7148.362113402062,17.255166706963916,0.9172366322967288,6200,6700,7100,7300,7900,8400,9100,9600,11000,12000,12000
GET,/product/6E92ZMYYFZ,3178,184,6200.0,5976.923774670871,26.24489995650947,11056.314852903597,7094.296098174953,17.666533439024267,1.0228578202581704,6200,6700,7100,7300,7900,8400,9100,9500,11000,11000,11000
GET,/product/9SIQT8TOJO,3170,186,6200.0,5992.275070767075,26.744559057988226,11350.7276190212,7136.195899053628,17.622061359882608,1.0339758400435852,6200,6700,7100,7300,8000,8500,9100,9500,11000,11000,11000
GET,/product/L9ECAV7KIM,3130,170,6100.0,5977.171377912797,27.644998976029456,10793.932443019003,7131.662619808307,17.39970096417431,0.9450316817602661,6100,6700,7100,7300,7900,8400,9100,9500,10000,11000,11000
GET,/product/LS4PSXUNUM,3287,205,6200.0,5945.301855309925,29.780176002532244,11911.204588948749,7076.345908122908,18.27246551732938,1.1395970280050267,6200,6700,7100,7300,7800,8400,9100,9500,10000,12000,12000
GET,/product/OLJCESPC7Z,3141,186,6200.0,6006.022958184042,26.2004469987005,11187.29116290342,7127.208850684496,17.46085007299409,1.0339758400435852,6200,6700,7100,7300,7900,8500,9100,9500,10000,11000,11000
POST,/setCurrency,4313,280,7400.0,7468.928727468613,26.7823199974373,15779.429474030621,9606.662415951774,23.97600966724722,1.5565227699580853,7400,8200,8800,9200,10000,11000,12000,13000,15000,16000,16000
,Aggregated,51921,3076,6400.0,6423.948051017399,24.91913305129856,15955.016997992061,8985.86666281466,288.62935263926335,17.099514429968107,6400,7100,7600,8000,9100,10000,11000,12000,14000,16000,16000
