node_name,timestamp,value
k8s-vm1,1708743446.522,2.0693333333285406
k8s-vm1,1708743461.522,2.087999999997555
k8s-vm1,1708743476.522,2.0346666666674236
k8s-vm1,1708743491.522,2.1746084638456953
k8s-vm1,1708743506.522,2.129376458820597
k8s-vm1,1708743521.522,2.10666666666851
k8s-vm1,1708743536.522,2.1120000000043846
k8s-vm1,1708743551.522,2.1113333333283664
k8s-vm1,1708743566.522,2.1046666666637366
k8s-vm1,1708743581.522,2.113333333328289
k8s-vm1,1708743596.522,2.101333333341366
k8s-vm1,1708743611.522,2.101333333326814
k8s-vm1,1708743626.522,2.0820000000079744
k8s-vm1,1708743641.522,2.1086666666640665
k8s-vm1,1708743656.522,2.103333333339833
k8s-vm1,1708743671.522,2.1053333333261737
k8s-vm1,1708743686.522,2.0926666666680833
k8s-vm1,1708743701.522,2.1080000000059953
k8s-vm1,1708743716.522,2.088666666656597
k8s-vm1,1708743731.522,2.10400000000421
k8s-vm1,1708743746.522,2.084666666670334
k8s-vm1,1708743761.522,2.098666666666395
k8s-vm1,1708743776.522,2.0959999999953047
k8s-vm1,1708743791.522,2.0860000000015133
k8s-vm1,1708743806.522,2.103333333332072
k8s-vm1,1708743821.522,2.0979999999991077
k8s-vm1,1708743836.522,2.104000000001785
k8s-vm1,1708743851.522,2.0973333333323048
k8s-vm1,1708743866.522,2.088666666665813
k8s-vm1,1708743881.522,2.0853333333298605
k8s-vm1,1708743896.522,2.098000000003473
k8s-vm1,1708743911.522,2.0966666666713234
k8s-vm1,1708743926.522,2.0933333333266395
k8s-vm1,1708743941.522,2.0946666666684908
k8s-vm1,1708743956.522,2.0793333333315482
k8s-vm1,1708743971.522,2.0853333333356807
k8s-vm1,1708743986.522,2.095333333331413
k8s-vm1,1708744001.522,2.1093333333328097
k8s-vm1,1708744016.522,2.0700000000040744
k8s-vm1,1708744031.522,2.088666666666783
k8s-vm1,1708744046.522,2.0826666666645903
k8s-vm1,1708744061.522,2.0959999999957897
k8s-vm1,1708744076.522,2.1239999999976136
k8s-vm2,1708743446.522,2.2060000000026774
k8s-vm2,1708743461.522,2.2366666666755917
k8s-vm2,1708743476.522,2.108666666660186
k8s-vm2,1708743491.522,2.2517659602830964
k8s-vm2,1708743506.522,2.6263838868845166
k8s-vm2,1708743521.522,2.5413333333310826
k8s-vm2,1708743536.522,2.594666666669461
k8s-vm2,1708743551.522,2.5960000000030656
k8s-vm2,1708743566.522,2.581999999996818
k8s-vm2,1708743581.522,2.4739999999971283
k8s-vm2,1708743596.522,2.4786666666720216
k8s-vm2,1708743611.522,2.431333333333411
k8s-vm2,1708743626.522,2.5519999999989524
k8s-vm2,1708743641.522,2.501999999996042
k8s-vm2,1708743656.522,2.5873333333389987
k8s-vm2,1708743671.522,2.5279999999979434
k8s-vm2,1708743686.522,2.478666666666201
k8s-vm2,1708743701.522,2.475999999998991
k8s-vm2,1708743716.522,2.493333333331975
k8s-vm2,1708743731.522,2.5766666666653086
k8s-vm2,1708743746.522,2.572666666667404
k8s-vm2,1708743761.522,2.5340000000083815
k8s-vm2,1708743776.522,2.579333333327668
k8s-vm2,1708743791.522,2.479333333331548
k8s-vm2,1708743806.522,2.492000000005161
k8s-vm2,1708743821.522,2.49999999999806
k8s-vm2,1708743836.522,2.5500000000038803
k8s-vm2,1708743851.522,2.564666666662864
k8s-vm2,1708743866.522,2.5673333333339543
k8s-vm2,1708743881.522,2.534666666658207
k8s-vm2,1708743896.522,2.4720000000069073
k8s-vm2,1708743911.522,2.504000000001785
k8s-vm2,1708743926.522,2.498666666658634
k8s-vm2,1708743941.522,2.5380000000024063
k8s-vm2,1708743956.522,2.539333333336011
k8s-vm2,1708743971.522,2.5300000000036866
k8s-vm2,1708743986.522,2.439999999996507
k8s-vm2,1708744001.522,2.3286666666652307
k8s-vm2,1708744016.522,2.476000000005782
k8s-vm2,1708744031.522,2.519333333330966
k8s-vm2,1708744046.522,2.5393333333272796
k8s-vm2,1708744061.522,2.534000000009352
k8s-vm2,1708744076.522,2.621999999996236
k8s-vm3,1708743446.522,2.0626666666561504
k8s-vm3,1708743461.522,2.0620000000014747
k8s-vm3,1708743476.522,2.2000000000029103
k8s-vm3,1708743491.522,2.5479999999991074
k8s-vm3,1708743506.522,2.3773333333306557
k8s-vm3,1708743521.522,2.356666666664144
k8s-vm3,1708743536.522,2.3800000000036867
k8s-vm3,1708743551.522,2.3873333333370583
k8s-vm3,1708743566.522,2.3700000000021344
k8s-vm3,1708743581.522,2.3706666666587504
k8s-vm3,1708743596.522,2.358666666674738
k8s-vm3,1708743611.522,2.355333333327629
k8s-vm3,1708743626.522,2.3460000000020953
k8s-vm3,1708743641.522,2.422666666670314
k8s-vm3,1708743656.522,2.4279999999930926
k8s-vm3,1708743671.522,2.3706666666723324
k8s-vm3,1708743686.522,2.364666666661894
k8s-vm3,1708743701.522,2.4473333333337597
k8s-vm3,1708743716.522,2.378000000009585
k8s-vm3,1708743731.522,2.345999999998215
k8s-vm3,1708743746.522,2.357999999994839
k8s-vm3,1708743761.522,2.3079999999996894
k8s-vm3,1708743776.522,2.3086666666640667
k8s-vm3,1708743791.522,2.3840000000006207
k8s-vm3,1708743806.522,2.4086666666708574
k8s-vm3,1708743821.522,2.4033333333286766
k8s-vm3,1708743836.522,2.3886666666629024
k8s-vm3,1708743851.522,2.376000000007722
k8s-vm3,1708743866.522,2.3793333333334887
k8s-vm3,1708743881.522,2.338666666667753
k8s-vm3,1708743896.522,2.3273333333316257
k8s-vm3,1708743911.522,2.343333333337796
k8s-vm3,1708743926.522,2.380666666659333
k8s-vm3,1708743941.522,2.334000000001591
k8s-vm3,1708743956.522,2.338000000002406
k8s-vm3,1708743971.522,2.3673333333349245
k8s-vm3,1708743986.522,2.3326666666641054
k8s-vm3,1708744001.522,2.4086666666611563
k8s-vm3,1708744016.522,2.3319999999997285
k8s-vm3,1708744031.522,2.425999999999961
k8s-vm3,1708744046.522,2.382666666673807
k8s-vm3,1708744061.522,2.3519999999911914
k8s-vm3,1708744076.522,2.375333333343345
k8s-vm4,1708743446.522,0.22866666666741364
k8s-vm4,1708743461.522,0.2173333333332266
k8s-vm4,1708743476.522,0.1646666666667443
k8s-vm4,1708743491.522,0.659999999999612
k8s-vm4,1708743506.522,0.5860000000005432
k8s-vm4,1708743521.522,0.3953333333328677
k8s-vm4,1708743536.522,0.4046666666673749
k8s-vm4,1708743551.522,0.41866666666586144
k8s-vm4,1708743566.522,0.3486666666676077
k8s-vm4,1708743581.522,0.2966666666667152
k8s-vm4,1708743596.522,0.33199999999875823
k8s-vm4,1708743611.522,0.5620000000009895
k8s-vm4,1708743626.522,0.4319999999994858
k8s-vm4,1708743641.522,0.3073333333333721
k8s-vm4,1708743656.522,0.2986666666663951
k8s-vm4,1708743671.522,0.34800000000056264
k8s-vm4,1708743686.522,0.2893333333331005
k8s-vm4,1708743701.522,0.3366666666663756
k8s-vm4,1708743716.522,0.2993333333339251
k8s-vm4,1708743731.522,0.2853333333332557
k8s-vm4,1708743746.522,0.2833333333333333
k8s-vm4,1708743761.522,0.3240000000000388
k8s-vm4,1708743776.522,0.30800000000041716
k8s-vm4,1708743791.522,0.30733333333288704
k8s-vm4,1708743806.522,0.2693333333329065
k8s-vm4,1708743821.522,0.3126666666665794
k8s-vm4,1708743836.522,0.27000000000019403
k8s-vm4,1708743851.522,0.31733333333274155
k8s-vm4,1708743866.522,0.27400000000028135
k8s-vm4,1708743881.522,0.3233333333339639
k8s-vm4,1708743896.522,0.2753333333331587
k8s-vm4,1708743911.522,0.27200000000035895
k8s-vm4,1708743926.522,0.28866666666605545
k8s-vm4,1708743941.522,0.27666666666700623
k8s-vm4,1708743956.522,0.2993333333331975
k8s-vm4,1708743971.522,0.2633333333336244
k8s-vm4,1708743986.522,0.28199999999900077
k8s-vm4,1708744001.522,0.3326666666672584
k8s-vm4,1708744016.522,0.2746666666663562
k8s-vm4,1708744031.522,0.3140000000004268
k8s-vm4,1708744046.522,0.26333333333289677
k8s-vm4,1708744061.522,0.27533333333340126
k8s-vm4,1708744076.522,0.28400000000062087
k8s-vm5,1708743446.522,2.0213333333401047
k8s-vm5,1708743461.522,2.0226666666620683
k8s-vm5,1708743476.522,2.0200000000001945
k8s-vm5,1708743491.522,2.021333333334284
k8s-vm5,1708743506.522,2.0266666666662787
k8s-vm5,1708743521.522,2.0213333333371946
k8s-vm5,1708743536.522,2.0220000000030267
k8s-vm5,1708743551.522,2.021999999995751
k8s-vm5,1708743566.522,2.024666666666356
k8s-vm5,1708743581.522,2.027333333330171
k8s-vm5,1708743596.522,2.0253333333331587
k8s-vm5,1708743611.522,2.024666666674602
k8s-vm5,1708743626.522,2.0199999999977685
k8s-vm5,1708743641.522,2.023333333331296
k8s-vm5,1708743656.522,2.022000000000116
k8s-vm5,1708743671.522,2.0199999999977685
k8s-vm5,1708743686.522,2.0300000000017464
k8s-vm5,1708743701.522,2.022666666665464
k8s-vm5,1708743716.522,2.025999999999961
